NAME	URL	HOMEPAGE	DESCRIPTION	CREATED_AT
expfactory/surveys	https://github.com/expfactory/surveys		experiment factory surveys (under development)	2016-08-10T00:17:57Z
expfactory/v1	https://github.com/expfactory/v1	http://expfactory.github.io/v1/	version 1.0 infrastructure for generating custom web experiments, by Poldracklab at Stanford University	2015-10-18T23:03:26Z
neuropower/neuropower-web	https://github.com/neuropower/neuropower-web		sample size calculations for fMRI	2016-02-09T00:50:59Z
neuropower/neurpower-paper	https://github.com/neuropower/neurpower-paper			2018-08-25T17:58:58Z
singularityware/archive	https://github.com/singularityware/archive	http://singularity.lbl.gov/archive/docs/	static repository to serve older versions of docs and other singularity content	2017-07-26T19:14:04Z
singularityware/singularity-builder	https://github.com/singularityware/singularity-builder		packer image configuration for builder images for different platforms	2016-10-29T21:44:36Z
singularityware/singularity-vagrant	https://github.com/singularityware/singularity-vagrant		vagrant containers for quick development on different OS	2016-07-05T20:44:36Z
singularityware/singularityware.github.io	https://github.com/singularityware/singularityware.github.io	https://singularityware.github.io	base documentation site for Singularity software	2016-07-05T20:18:25Z
radinformatics/bone-age	https://github.com/radinformatics/bone-age		Docker and Singularity containers to predict bone age from radiographs (demo)	2016-12-28T03:17:40Z
radinformatics/builder-orthancp	https://github.com/radinformatics/builder-orthancp		cloud instance builder for on demand (dockerized) orthancp instance	2016-11-25T02:05:46Z
radinformatics/cirr-docker	https://github.com/radinformatics/cirr-docker		Docker recipe to configure and spin up a medical imaging informatics platform	2016-11-24T21:11:37Z
radinformatics/markup-dinosaur	https://github.com/radinformatics/markup-dinosaur		a simple web application for marking up images for Stanford School of Medicine	2017-01-23T19:47:22Z
radinformatics/mirc-ctp-docker	https://github.com/radinformatics/mirc-ctp-docker		docker image for deploying MIRC-CTP server (under development)	2016-12-05T23:14:56Z
radinformatics/radinformatics.github.io	https://github.com/radinformatics/radinformatics.github.io	http://radinformatics.github.io	Radiology Informatics at Stanford University	2016-09-21T22:05:16Z
radinformatics/sendit	https://github.com/radinformatics/sendit		dummy server for sending/receiving RESTful posts to develop receivers for images	2016-12-24T01:53:34Z
radinformatics/sherlock-software	https://github.com/radinformatics/sherlock-software		modules for basic software for the sherlock cluster	2016-10-02T00:30:15Z
radinformatics/singularity-environments	https://github.com/radinformatics/singularity-environments		a collection of singularity software environments for the lab	2016-09-27T22:43:02Z
radinformatics/som-api	https://github.com/radinformatics/som-api		demos for functions used / provided by som api	2017-02-10T02:00:06Z
radinformatics/usappendix	https://github.com/radinformatics/usappendix		simple parsing for us appendix records for preparation to input into WordFish	2016-12-15T02:18:32Z
radinformatics/whatisit	https://github.com/radinformatics/whatisit		collaborative annotation interface for de-identified radiologist reports	2016-10-14T17:13:56Z
radinformatics/wordfish-anon	https://github.com/radinformatics/wordfish-anon		simple Docker application to remove PHI from texty data	2017-03-19T22:08:05Z
researchapps/airflow-example	https://github.com/researchapps/airflow-example		testing an example pipeline with apache airflow	2019-03-05T18:59:25Z
researchapps/bamtools	https://github.com/researchapps/bamtools		Singularity image for biocontainers bamtools	2017-01-15T19:17:38Z
researchapps/bcftools	https://github.com/researchapps/bcftools		Singularity image for biocontainers bcftools	2017-01-15T22:27:12Z
researchapps/betterscientificsoftware.github.io	https://github.com/researchapps/betterscientificsoftware.github.io	https://bssw.io	Better Scientific Software Homepage	2020-02-19T19:49:20Z
researchapps/biopython-index-test	https://github.com/researchapps/biopython-index-test			2019-05-09T14:28:22Z
researchapps/blast	https://github.com/researchapps/blast		singularity image for biocontainers blast (anaconda)	2017-01-15T22:10:49Z
researchapps/buildtest-framework	https://github.com/researchapps/buildtest-framework	https://buildtest.rtfd.io	software testing framework for testing HPC software stack	2020-02-19T18:30:02Z
researchapps/centerforopenneuroscience.org	https://github.com/researchapps/centerforopenneuroscience.org	http://centerforopenneuroscience.org	Website materials	2020-07-01T17:02:47Z
researchapps/citapp_pc	https://github.com/researchapps/citapp_pc	https://gasparl.github.io/citapp_pc/CITapp.html	CITapp - a response time-based Concealed Information Test lie detector web application. It implements a standard version and a more recent enhanced version. This method aims to reveal whether or not a certain information detail (e.g. a photo taken from the scene of a recent burglary) is known to the tested person.	2019-01-26T16:09:05Z
researchapps/containerit	https://github.com/researchapps/containerit	https://o2r.info/containerit/	Package an R workspace and all dependencies as a Docker container	2019-08-08T16:26:18Z
researchapps/containers-sylabs-genomics	https://github.com/researchapps/containers-sylabs-genomics			2019-09-23T14:51:09Z
researchapps/contrib	https://github.com/researchapps/contrib		A python package for making stacked area plots of contributions over time.	2020-05-23T16:53:55Z
researchapps/coupling	https://github.com/researchapps/coupling		Matlab and Python scripts for calculating functional coupling between time series data	2019-01-11T15:40:53Z
researchapps/cSCCscore	https://github.com/researchapps/cSCCscore	https://researchapps.github.io/cSCCscore/	probability of developing a new squamous cell skin cancer in the next three years	2017-12-17T20:54:11Z
researchapps/cvat	https://github.com/researchapps/cvat		Powerful and efficient Computer Vision Annotation Tool (CVAT)	2020-01-28T21:26:33Z
researchapps/CW20	https://github.com/researchapps/CW20	https://collegeville.github.io/CW20	2020 Collegeville Workshop on Scientific Software - Developer Productivity	2020-06-04T19:55:31Z
researchapps/DataQualityDashboard	https://github.com/researchapps/DataQualityDashboard	https://ohdsi.github.io/DataQualityDashboard	A tool to help improve data quality standards in observational data science.	2020-02-22T22:14:41Z
researchapps/discourse_docker	https://github.com/researchapps/discourse_docker	http://www.discourse.org	A Docker image for Discourse	2018-11-17T00:19:24Z
researchapps/edd	https://github.com/researchapps/edd	https://pypi.python.org/pypi/edd	Enriched Domain Detector for ChIP-seq data	2017-02-25T15:46:55Z
researchapps/encode-demo-pipeline	https://github.com/researchapps/encode-demo-pipeline			2019-08-20T14:56:33Z
researchapps/Experimental-data-simulation	https://github.com/researchapps/Experimental-data-simulation	https://pablo-bernabeu.shinyapps.io/experimental-data-simulation/	Generate a pseudorandom data set to simulate an experiment. This web application is suitable for educational and research purposes in experimental and quantitative sciences. It allows the creation of varied data sets with specified structures, such as between-group and within-participant variables, that can be categorical or continuous.	2020-07-16T22:07:26Z
researchapps/face2data	https://github.com/researchapps/face2data	https://face2data.herokuapp.com/	Face2Data: Extract meaningful information from a person face in less than a second. Powered by Keras and Flask.	2020-02-12T20:18:26Z
researchapps/fasta-utilities	https://github.com/researchapps/fasta-utilities			2016-12-23T01:53:39Z
researchapps/first-order-model	https://github.com/researchapps/first-order-model	https://aliaksandrsiarohin.github.io/first-order-model-website/	This repository contains the source code for the paper First Order Motion Model for Image Animation 	2020-04-26T14:58:25Z
researchapps/forward	https://github.com/researchapps/forward	https://vsoch.github.io/lessons/sherlock-singularity/	Sherlock Port Forwarding Utility	2018-07-09T17:31:28Z
researchapps/freegenes-feedstock	https://github.com/researchapps/freegenes-feedstock		A conda-smithy repository for freegenes.	2019-09-06T21:22:48Z
researchapps/funglab	https://github.com/researchapps/funglab		testing basic processing of neuroimaging for Fung lab	2017-04-18T17:59:01Z
researchapps/GoogleMAGs	https://github.com/researchapps/GoogleMAGs		Workflow for MAG construction	2020-02-01T21:35:36Z
researchapps/graspit	https://github.com/researchapps/graspit		singularity image for graspit with python 3	2017-03-05T20:25:06Z
researchapps/health-insurance-decision	https://github.com/researchapps/health-insurance-decision		A small notebook to walk through if shared or individual plans are a better choice	2019-09-29T15:38:25Z
researchapps/helpme-django	https://github.com/researchapps/helpme-django		An open source, collaborative question and answer system for academic programming and HPC	2017-11-24T22:56:55Z
researchapps/helpme-server	https://github.com/researchapps/helpme-server		Collaborative knowledge and support for scientific computing	2017-11-29T00:07:08Z
researchapps/highlight.js	https://github.com/researchapps/highlight.js	https://highlightjs.org/	Javascript syntax highlighter	2019-10-17T13:56:23Z
researchapps/images	https://github.com/researchapps/images		Repository for BSSw image files	2020-02-19T20:13:39Z
researchapps/InvestInOpen	https://github.com/researchapps/InvestInOpen		Repository to host the website for the Invest in Open Infrastructure project.	2019-05-25T00:40:29Z
researchapps/job-maker	https://github.com/researchapps/job-maker	https://researchapps.github.io/job-maker/	a static web application for generating job submissions scripts for a SLURM cluster	2017-05-14T00:26:40Z
researchapps/joss	https://github.com/researchapps/joss	http://joss.theoj.org	The Journal of Open Source Software	2019-08-26T13:08:48Z
researchapps/jupyterlab-git	https://github.com/researchapps/jupyterlab-git		An example Docker container with jupyterlab-git	2019-08-10T13:07:11Z
researchapps/knowledge-repo	https://github.com/researchapps/knowledge-repo	https://researchapps.github.io/knowledge-repo/	the human pages, will be derived from the helpme collaborative support tool	2017-11-26T00:39:28Z
researchapps/libChEBIpy	https://github.com/researchapps/libChEBIpy		libChEBIpy: a Python API for accessing the ChEBI database	2020-07-17T19:50:38Z
researchapps/living-docs	https://github.com/researchapps/living-docs	https://researchapps.github.io/living-docs	an example repository with editable docs	2018-02-27T09:18:47Z
researchapps/matlab-sherlock	https://github.com/researchapps/matlab-sherlock		example of container to run matlab via sherlock (host matlab and licensing server)	2017-04-04T02:58:36Z
researchapps/minio-py	https://github.com/researchapps/minio-py	https://docs.min.io/docs/python-client-quickstart-guide.html	MinIO Client SDK for Python	2020-04-06T21:01:33Z
researchapps/neuro-task-starter	https://github.com/researchapps/neuro-task-starter		Starter repo for jspsych/react/electron neuro tasks	2019-12-11T19:54:43Z
researchapps/nolearn	https://github.com/researchapps/nolearn	http://danielnouri.org/notes/2014/12/17/using-convolutional-neural-nets-to-detect-facial-keypoints-tutorial/	Combines the ease of use of scikit-learn with the power of Theano/Lasagne	2019-11-01T16:59:25Z
researchapps/oci-conformance	https://github.com/researchapps/oci-conformance	https://opencontainers.org	OCI Conformance/Certification Working Group	2020-12-14T20:09:35Z
researchapps/open-source-jobs	https://github.com/researchapps/open-source-jobs		A list of Open Source projects offering jobs. For who want to work on open source and get paid.	2019-03-24T06:29:47Z
researchapps/opensees	https://github.com/researchapps/opensees		Singularity image for (last working verison) of OpenSees	2017-02-08T00:49:28Z
researchapps/optitype	https://github.com/researchapps/optitype		Singularity port of OptiType for precision HLA typing from next-generation sequencing data	2016-11-15T23:35:25Z
researchapps/picard	https://github.com/researchapps/picard		official build specifications for picard tools	2016-12-14T22:25:10Z
researchapps/polysolver	https://github.com/researchapps/polysolver		Singularity port of HLA typing based on an input exome BAM file and is currently infers infers alleles for the three major MHC class I  (HLA-A, -B, -C)	2016-11-16T00:53:15Z
researchapps/pyjs	https://github.com/researchapps/pyjs	http://pyjs.org/	Pyjs canonical sources. Start here!	2020-08-09T20:02:07Z
researchapps/pySchrodinger	https://github.com/researchapps/pySchrodinger		A Python solver for the 1D Schrodinger equation	2020-05-06T19:21:19Z
researchapps/qpixel	https://github.com/researchapps/qpixel	https://codidact.com	Q&A-based community knowledge-sharing software	2020-08-19T22:14:53Z
researchapps/quantum_state_diffusion	https://github.com/researchapps/quantum_state_diffusion		Solving quantum state diffusion numerically.	2016-11-16T05:52:10Z
researchapps/red-docs-jekyll	https://github.com/researchapps/red-docs-jekyll	https://researchapps.github.io/red-docs-jekyll/	documentation template for researchers	2016-10-23T04:04:47Z
researchapps/researchapps.github.io	https://github.com/researchapps/researchapps.github.io	https://researchapps.github.io	templates and documentation provided by research computing for general use	2016-10-14T19:45:32Z
researchapps/rhub-docs	https://github.com/researchapps/rhub-docs	https://docs.r-hub.io/	R-hub documentation website	2020-04-13T18:41:42Z
researchapps/rize	https://github.com/researchapps/rize		dockerize R shiny apps	2019-03-09T19:08:38Z
researchapps/samtools	https://github.com/researchapps/samtools		Singularity image for biocontainers samtools	2017-01-15T22:23:40Z
researchapps/scg4	https://github.com/researchapps/scg4		repository for collaborating with scg4 users on Singularity containers	2017-02-25T19:59:30Z
researchapps/sfosc	https://github.com/researchapps/sfosc		The Sustainable Free and Open Source Community Website	2019-03-21T15:05:51Z
researchapps/sherlock	https://github.com/researchapps/sherlock		repository for collaborating with sherlock users to create containers	2017-03-01T00:44:07Z
researchapps/singularity-picard	https://github.com/researchapps/singularity-picard		Singularity port of Picard tools	2016-11-16T01:05:35Z
researchapps/smanage	https://github.com/researchapps/smanage		Slurm Manage for submitting and useful reporting on job arrays	2018-12-26T20:35:16Z
researchapps/spack	https://github.com/researchapps/spack	https://spack.io	A flexible package manager that supports multiple versions, configurations, platforms, and compilers.	2019-04-01T14:02:57Z
researchapps/sregistry-builder	https://github.com/researchapps/sregistry-builder		builder instance for Singularity Registry Server (under development)	2020-01-06T00:03:34Z
researchapps/stockwatcher	https://github.com/researchapps/stockwatcher		old deprecated webapp, no longer hosted	2019-05-20T22:07:54Z
researchapps/template-experiment-mysql	https://github.com/researchapps/template-experiment-mysql		Deploying a local experiment with a MySQL database on AFS	2016-11-03T23:20:06Z
researchapps/template-jekyll-github	https://github.com/researchapps/template-jekyll-github	https://stanford-rc.github.io/template-jekyll-github	a starter template for researchers to easily deploy documentation on github pages	2016-10-14T23:18:06Z
researchapps/tensorflow	https://github.com/researchapps/tensorflow		official build specifications for tensorflow	2016-12-14T21:49:32Z
researchapps/testing-dask	https://github.com/researchapps/testing-dask		Testing dask (with airflow?) locally (and maybe) on HPC depending on the results	2020-07-23T20:28:53Z
researchapps/testing-shub	https://github.com/researchapps/testing-shub			2020-09-28T16:23:06Z
researchapps/two-photon	https://github.com/researchapps/two-photon		Common scripts, libraries, and utilities for 2p experiments	2020-08-30T18:33:24Z
researchapps/url-headers	https://github.com/researchapps/url-headers	https://researchapps.github.io/url-headers/	Container, scripts, and GitHub action to extract header metadata for sites.	2020-05-26T18:34:57Z
researchapps/URLs-checker	https://github.com/researchapps/URLs-checker		:link: GitHub action to extract and check URLs in code and documentations.	2020-03-09T18:00:37Z
researchapps/vae	https://github.com/researchapps/vae			2019-01-02T22:54:22Z
researchapps/vep	https://github.com/researchapps/vep		Recipe for VEP + Cache	2020-03-17T17:02:57Z
researchapps/virtual-scanner	https://github.com/researchapps/virtual-scanner		An end-to-end hybrid MR simulator/console	2019-08-24T17:03:19Z
researchapps/watchme-sensors	https://github.com/researchapps/watchme-sensors	https://researchapps.github.io/watchme-sensors	 A quick repository to watch sensors (temperature) on a computer for a day.	2020-02-03T19:02:46Z
researchapps/wizard	https://github.com/researchapps/wizard		An educational wizard for creating your own SFOSC	2019-06-22T14:01:11Z
singularityhub/.github	https://github.com/singularityhub/.github	https://singularityhub.github.io/.github	community wide code of conduct and other documents	2019-03-05T20:05:32Z
singularityhub/actions	https://github.com/singularityhub/actions		testing actions for Singularity containers	2018-11-30T09:29:55Z
singularityhub/api	https://github.com/singularityhub/api	https://singularityhub.github.io/api/	static API for community analysis of Singularity Hub containers	2018-05-01T20:45:00Z
singularityhub/arch	https://github.com/singularityhub/arch		official build specifications for arch linux	2016-12-14T21:18:53Z
singularityhub/builders	https://github.com/singularityhub/builders	https://singularityhub.github.io/builders/	these are the build scripts run by the robot builders, chosen by the user for a given build	2018-03-17T02:38:20Z
singularityhub/busybox	https://github.com/singularityhub/busybox	https://singularityhub.github.io/registry-org/singularityhub/busybox/	official build specifications for busybox	2016-12-14T21:19:35Z
singularityhub/centos	https://github.com/singularityhub/centos		official build specifications for centos	2016-12-14T21:15:58Z
singularityhub/circle-ci	https://github.com/singularityhub/circle-ci		example builder for Singularity containers using Circle Continuous Integration, circle-ci	2018-10-17T22:51:48Z
singularityhub/circle-ci-sregistry	https://github.com/singularityhub/circle-ci-sregistry		An example repository to deploy multiple containers to a Singularity Registry Server from CircleCI	2019-02-07T21:15:34Z
singularityhub/container-diff	https://github.com/singularityhub/container-diff	https://singularityhub.github.io/container-diff/examples/demo	Wrapper to use GoogleContainerTools container-diff with Singularity images	2018-05-01T11:52:13Z
singularityhub/container-tree	https://github.com/singularityhub/container-tree	https://singularityhub.github.io/container-tree/	testing creating graphs that represent container file systems	2018-05-20T19:22:36Z
singularityhub/containers	https://github.com/singularityhub/containers	https://singularityhub.github.io/containers/	interface for browsing public registry containers	2017-08-27T03:12:10Z
singularityhub/data-container	https://github.com/singularityhub/data-container		Developing containers optimized for data (under development)	2020-06-05T17:22:11Z
singularityhub/debian	https://github.com/singularityhub/debian		official build specifications for debian	2016-12-14T21:20:49Z
singularityhub/docker	https://github.com/singularityhub/docker		small docker tools for Singularity containers	2018-02-13T21:18:53Z
singularityhub/docker2singularity	https://github.com/singularityhub/docker2singularity	https://hub.docker.com/r/singularityware/docker2singularity/tags/	A docker image for converting docker images to singularity images.	2016-08-05T20:53:24Z
singularityhub/github-ci	https://github.com/singularityhub/github-ci		An example GitHub Action (CI) to build a Singularity container	2019-08-15T20:08:23Z
singularityhub/hello-registry	https://github.com/singularityhub/hello-registry		testing registry for singularity hub and singularity registry	2017-07-10T19:04:57Z
singularityhub/hello-world	https://github.com/singularityhub/hello-world		testing container for singularity hub	2017-07-05T01:14:50Z
singularityhub/interface	https://github.com/singularityhub/interface	https://singularityhub.github.io/interface/	user interface for managing containers with sregistry global client, and making recipes	2018-03-24T15:52:58Z
singularityhub/jupyter	https://github.com/singularityhub/jupyter		official build specifications for jupyter	2016-12-14T22:39:04Z
singularityhub/language-singularity	https://github.com/singularityhub/language-singularity		Singularity syntax highlighting support for Atom	2018-03-13T14:17:33Z
singularityhub/linuxbrew	https://github.com/singularityhub/linuxbrew		official build specifications for linuxbrew	2016-12-14T21:52:45Z
singularityhub/mongo	https://github.com/singularityhub/mongo		official build specifications for mongo db	2016-12-20T23:14:58Z
singularityhub/motd	https://github.com/singularityhub/motd		message of the day examples for Singularity containers	2019-01-24T18:26:48Z
singularityhub/neurodebian	https://github.com/singularityhub/neurodebian		Singularity Images for neurodebian	2017-02-17T12:11:57Z
singularityhub/nginx	https://github.com/singularityhub/nginx		official build specifications for nginx	2016-12-14T22:37:44Z
singularityhub/open-mpi	https://github.com/singularityhub/open-mpi		official build specifications for open-mpi	2016-12-14T21:58:37Z
singularityhub/paraview-visualizer	https://github.com/singularityhub/paraview-visualizer		Singularity container recipes to run the paraview visualizer	2018-11-27T15:39:32Z
singularityhub/paraviewweb-apache	https://github.com/singularityhub/paraviewweb-apache		Testing running an apache server with paraview in Singularity	2018-11-22T14:13:56Z
singularityhub/rar	https://github.com/singularityhub/rar		work with RAR archives with tools in a Singularity container	2018-06-02T22:37:01Z
singularityhub/redis	https://github.com/singularityhub/redis			2017-01-13T02:41:14Z
singularityhub/reggie	https://github.com/singularityhub/reggie		Simple Go HTTP client for OCI Distribution, built on top of Resty	2020-10-19T21:37:57Z
singularityhub/registry	https://github.com/singularityhub/registry	https://singularityhub.github.io/registry/	testing an idea for a static container registry (under development)	2019-01-26T21:29:28Z
singularityhub/registry-google	https://github.com/singularityhub/registry-google		static container registry deployed to GitHub pages that uses Google Cloud Build and Google Storage	2019-02-16T17:07:12Z
singularityhub/registry-org	https://github.com/singularityhub/registry-org	https://singularityhub.github.io/registry-org/	a modular (organization level) static container registry	2019-01-31T21:50:49Z
singularityhub/sbgrid-singularity	https://github.com/singularityhub/sbgrid-singularity		Singularity containers serving SBGrid software	2017-09-21T02:48:18Z
singularityhub/scientific-linux	https://github.com/singularityhub/scientific-linux		official build specifications for scientific linux	2016-12-14T21:17:16Z
singularityhub/sif	https://github.com/singularityhub/sif	https://singularityhub.github.io/sif/	python client for reading sif image files	2018-12-11T00:49:32Z
singularityhub/singularity-ci	https://github.com/singularityhub/singularity-ci		example builders for Singularity images using continuous integration	2016-10-06T19:57:27Z
singularityhub/singularity-cli	https://github.com/singularityhub/singularity-cli	https://singularityhub.github.io/singularity-cli/	streamlined singularity python client (spython) for singularity	2018-02-07T00:52:14Z
singularityhub/singularity-compose	https://github.com/singularityhub/singularity-compose	https://singularityhub.github.io/singularity-compose	orchestration for singularity containers (under development)	2019-05-27T13:53:50Z
singularityhub/singularity-compose-example	https://github.com/singularityhub/singularity-compose-example		An example app using singularity-compose for orchestration (under development)	2019-05-27T13:19:18Z
singularityhub/singularity-compose-examples	https://github.com/singularityhub/singularity-compose-examples		A simple example of running a MongoDB instance to query a database	2019-06-21T16:49:26Z
singularityhub/singularity-compose-simple	https://github.com/singularityhub/singularity-compose-simple		One instance example with singularity-compose	2019-06-19T22:30:27Z
singularityhub/singularity-docker	https://github.com/singularityhub/singularity-docker	https://quay.io/repository/singularity/singularity	docker base images to provide release versions of Singularity	2018-11-20T23:07:55Z
singularityhub/singularity-in-docker	https://github.com/singularityhub/singularity-in-docker		Use Docker as a shell to store a Singularity image	2019-09-01T18:10:04Z
singularityhub/singularity-orb	https://github.com/singularityhub/singularity-orb	https://circleci.com/orbs/registry/orb/singularity/singularity	Circle CI orb for interacting with Singularity client	2019-02-28T21:02:40Z
singularityhub/singularity-orb-example	https://github.com/singularityhub/singularity-orb-example		An example repository to use the Singularity Orb singularity/singularity on CircleCi	2019-03-01T00:22:18Z
singularityhub/singularity-python	https://github.com/singularityhub/singularity-python		command line tool for working with singularity hub and singularity containers	2016-07-08T18:41:51Z
singularityhub/singularity-slack	https://github.com/singularityhub/singularity-slack		simple export of Singularity slack, run daily via cron. Very sophisticated, yes.	2017-05-05T08:07:27Z
singularityhub/singularity.lang	https://github.com/singularityhub/singularity.lang		xml syntax file for formatting Singularity recipes in gedit	2018-05-09T17:11:46Z
singularityhub/singularity2docker	https://github.com/singularityhub/singularity2docker		convert a singularity image back to Docker, full circle! #containerfriends	2018-04-10T23:08:51Z
singularityhub/singularityhub-docs	https://github.com/singularityhub/singularityhub-docs	https://singularityhub.github.io/singularityhub-docs	improved documentation for Singularity Hub	2019-07-13T21:17:51Z
singularityhub/singularityhub.github.io	https://github.com/singularityhub/singularityhub.github.io	https://singularityhub.github.io	Container tools for scientific computing! Docs at https://singularityhub.github.io/singularityhub-docs	2017-01-24T19:29:48Z
singularityhub/spython-feedstock	https://github.com/singularityhub/spython-feedstock		A conda-smithy repository for spython.	2019-05-23T20:05:44Z
singularityhub/sregistry	https://github.com/singularityhub/sregistry	https://singularityhub.github.io/sregistry	server for storage and management of singularity images	2017-08-03T02:17:03Z
singularityhub/sregistry-cache	https://github.com/singularityhub/sregistry-cache		A proxy, cache server for a Singularity Registry (under development)	2019-08-27T16:45:44Z
singularityhub/sregistry-cli	https://github.com/singularityhub/sregistry-cli	https://singularityhub.github.io/sregistry-cli/	Singularity Global Client for container management	2017-12-14T18:39:01Z
singularityhub/sregistry-nomad	https://github.com/singularityhub/sregistry-nomad		Testing out Singularity Registry Server with Nomad (under development)	2019-11-17T17:34:23Z
singularityhub/stools	https://github.com/singularityhub/stools		singularity container tools for continuous integration and quality assessment	2018-04-26T18:56:19Z
singularityhub/stools-clair	https://github.com/singularityhub/stools-clair		An example of using stools-clair for Travis and Circle Continuous Integration	2018-04-27T20:56:28Z
singularityhub/tiny-container	https://github.com/singularityhub/tiny-container		Hold me closer, tiny container...	2019-07-14T17:56:38Z
singularityhub/travis-ci	https://github.com/singularityhub/travis-ci	https://vsoch.github.io/2018/singularity-ci/	an example builder to build a container with Travis CI, and push to a Singularity Registry Server (or other endpoint)	2018-10-17T20:21:26Z
singularityhub/ubuntu	https://github.com/singularityhub/ubuntu		build files for ubuntu	2016-12-14T21:09:37Z
singularityhub/watchme-singularity-pull	https://github.com/singularityhub/watchme-singularity-pull		An example using watchme reproducible monitoring to record resource usage for Singularity pulls	2019-05-18T15:08:49Z
pydicom/contrib-pydicom	https://github.com/pydicom/contrib-pydicom		contributions to the core pydicom base, including tutorials, extra plugins, etc.	2017-08-17T01:31:20Z
pydicom/deid	https://github.com/pydicom/deid	https://pydicom.github.io/deid/	best effort anonymization for medical images using python	2017-06-13T03:16:10Z
pydicom/dicom-cleaner	https://github.com/pydicom/dicom-cleaner		detection of burned in pixels using OCR (under development)	2017-06-23T21:00:04Z
pydicom/dicom-containers	https://github.com/pydicom/dicom-containers		singularity and Docker containers to easily get started with common dicom tools	2017-05-27T21:16:24Z
pydicom/dicom-cookies	https://github.com/pydicom/dicom-cookies	https://pydicom.github.io/dicom-cookies/	an example JSON API dicom cookie dataset for testing DICOM services	2017-05-27T02:11:19Z
pydicom/dicom-database	https://github.com/pydicom/dicom-database	https://pydicom.github.io/dicom-database/	a Dockerized storage and send/receiver for dicom images, intended to easily work with pydicom/dicom-datasets	2017-07-02T00:54:09Z
pydicom/inspecit	https://github.com/pydicom/inspecit		"""Inspect It"" is a Dockerized interface for testing medical images against recipes to anonymise data (deid)"	2017-09-28T17:32:04Z
pydicom/node-dcm	https://github.com/pydicom/node-dcm		Dockerized nodes for dicom (under development)	2017-05-20T23:11:22Z
pydicom/pydicom	https://github.com/pydicom/pydicom	https://pydicom.github.io/pydicom/dev	Read, modify and write DICOM files with python code	2013-10-31T02:58:52Z
pydicom/pydicom-data	https://github.com/pydicom/pydicom-data		Most of the test files used with pydicom, downloaded to cache when needed	2020-06-28T22:38:42Z
pydicom/pydicom.github.io	https://github.com/pydicom/pydicom.github.io	https://pydicom.github.io/	getting started with dicom in python	2017-05-28T02:57:55Z
pydicom/sendit	https://github.com/pydicom/sendit	https://pydicom.github.io/sendit/	an application to receive, de-identify, and send dicoms to storage	2017-06-04T00:04:38Z
sci-f/apps	https://github.com/sci-f/apps	https://sci-f.github.io/apps	Modular application recipes for the Scientific Filesystem (SCIF)	2017-09-15T04:19:46Z
sci-f/builder	https://github.com/sci-f/builder	https://sci-f.github.io/builder/	a template ready to go to easily build, test, and deploy reproducible SCIF containers!	2018-06-26T22:18:21Z
sci-f/cftw	https://github.com/sci-f/cftw	https://containers-ftw.github.io/cftw/	ctfw (containers for the win) is a base python module for competitive containers	2017-06-15T01:58:04Z
sci-f/container.scif	https://github.com/sci-f/container.scif	https://sci-f.github.io/container.scif/	"example scientific filesystem to assess metrics across different solutions to a single problem, printing ""Hello World"""	2017-09-06T19:37:27Z
sci-f/demo-ftw	https://github.com/sci-f/demo-ftw		demo / testing for containers ftw framework, testing building and running on CI	2017-06-19T23:04:15Z
sci-f/flavours-of-physics.scif	https://github.com/sci-f/flavours-of-physics.scif	https://containers-ftw.github.io/hosting-tutorial	containers-ftw version of https://www.kaggle.com/c/flavours-of-physics	2017-06-30T19:54:30Z
sci-f/hello-world.scif	https://github.com/sci-f/hello-world.scif		A hello world example for a scientific filesystem	2018-01-17T19:51:01Z
sci-f/jobmaker.scif	https://github.com/sci-f/jobmaker.scif		An example container with modules to run an executable in different environments / with different job managers	2017-09-14T02:57:52Z
sci-f/metrics.scif	https://github.com/sci-f/metrics.scif		an example scientific filesystem to provide custom metrics and helpers for a container	2017-09-13T01:44:48Z
sci-f/nextflow-scif	https://github.com/sci-f/nextflow-scif	https://github.com/BU-ISCIII/nextflow-scif	This is a demo about how to develop and deploy a pipeline using nextflow, scif, a container (Singularity and Docker) and its posterior deployment.	2018-08-03T22:33:01Z
sci-f/sci-f.github.io	https://github.com/sci-f/sci-f.github.io	https://sci-f.github.io	The Scientific Filesystem Specification and Documentation	2017-06-21T20:58:27Z
sci-f/scientific-example.scif	https://github.com/sci-f/scientific-example.scif		an example variant calling scientific workflow with the standard container integration format (SCI-F)	2017-09-24T01:05:59Z
sci-f/scif-go	https://github.com/sci-f/scif-go	https://sci-f.github.io/	golang implementation of the Scientific Filesystem	2019-03-26T16:48:35Z
sci-f/snakemake.scif	https://github.com/sci-f/snakemake.scif	https://sci-f.github.io/snakemake.scif	Tutorial with snakemake and Scientific Filesystem	2018-01-22T18:29:00Z
sci-f/tob	https://github.com/sci-f/tob	https://groups.google.com/a/opencontainers.org/forum/#!forum/tob	Technical Oversight Board (TOB)	2019-04-03T22:55:54Z
USRSE/blog	https://github.com/USRSE/blog	https://usrse.github.io/blog/	syndicated blog for research software engineer stories and experiences	2019-05-13T15:59:43Z
USRSE/logo	https://github.com/USRSE/logo		logos, templates, and related resources	2019-06-08T18:37:49Z
USRSE/rse-roles	https://github.com/USRSE/rse-roles	https://us-rse.org/rse-roles/	A community database of shared job descriptions, and other relevant metadata about RSE roles (under development)	2021-01-10T00:12:35Z
